world,policy,eval_seed,sensor_noise_std,steps,population_size,mean_fitness,best_fitness,mean_food_hits,mean_toxin_hits,survival_rate,cue_action_coverage,oracle_action_agreement,mean_action_magnitude,fitness_per_unit_action
moving_toxins,base_adapter,46,0.0,480,10000,1.688599944114685,37.0,25.698999404907227,24.010398864746094,0.6560999751091003,1.0,0.6560720833333333,1.0,1.688599944114685
moving_toxins,augmented_adapter,46,0.0,480,10000,2.113100051879883,47.0,29.95309829711914,27.84000015258789,0.675599992275238,1.0,0.6649241666666666,1.0,2.113100051879883
moving_toxins,fixed_motor_spiking,47,0.0,480,10000,-6.8877997398376465,20.0,30.644899368286133,37.53269958496094,0.1858000010251999,0.07488895833333334,0.3231645742168266,0.07594948567708333,-90.68922163769098
moving_toxins,fixed_analog_cardinal,47,0.0,480,10000,-0.6482999920845032,44.0,95.60540008544922,96.25370025634766,0.48889997601509094,0.7411995833333334,0.25678531254795856,0.7411995833333334,-0.8746631901342404
moving_toxins,random_cardinal,47,0.0,480,10000,0.6609999537467957,55.0,84.35039520263672,83.68939971923828,0.5393999814987183,1.0,0.24980791666666666,1.0,0.6609999537467957
moving_toxins,direct_sensor_oracle,47,0.0,480,10000,1.382699966430664,33.0,15.887699127197266,14.504999160766602,0.6697999835014343,1.0,1.0,1.0,1.382699966430664
moving_toxins,base_adapter,47,0.0,480,10000,2.0399999618530273,35.0,25.378799438476562,23.33879852294922,0.6703000068664551,1.0,0.6557179166666667,1.0,2.0399999618530273
moving_toxins,augmented_adapter,47,0.0,480,10000,1.8621999025344849,39.0,24.40489959716797,22.542699813842773,0.6811000108718872,1.0,0.676438125,1.0,1.8621999025344849
moving_toxins,fixed_motor_spiking,43,0.05,480,10000,-10.049300193786621,19.0,25.118999481201172,35.16830062866211,0.09259999543428421,0.06845791666666666,0.3010060925507763,0.06935971354166667,-144.8867026786331
moving_toxins,fixed_analog_cardinal,43,0.05,480,10000,-0.15399999916553497,44.0,96.4334945678711,96.58749389648438,0.5098999738693237,0.742796875,0.2548044062068337,0.742796875,-0.20732451138211233
moving_toxins,random_cardinal,43,0.05,480,10000,0.2076999992132187,49.0,84.46859741210938,84.26089477539062,0.5299999713897705,1.0,0.2501464583333333,1.0,0.2076999992132187
moving_toxins,direct_sensor_oracle,43,0.05,480,10000,0.2726999819278717,26.0,10.924200057983398,10.65149974822998,0.5877000093460083,1.0,1.0,1.0,0.2726999819278717
moving_toxins,base_adapter,43,0.05,480,10000,1.9660999774932861,48.0,29.162799835205078,27.196699142456055,0.6678999662399292,1.0,0.6303054166666666,1.0,1.9660999774932861
moving_toxins,augmented_adapter,43,0.05,480,10000,1.4531999826431274,41.0,27.1885986328125,25.73539924621582,0.6326000094413757,1.0,0.6489290203870919,1.0,1.4531999826431274
moving_toxins,fixed_motor_spiking,44,0.05,480,10000,-8.910099983215332,13.0,16.44070053100586,25.350799560546875,0.07519999891519547,0.06361916666666667,0.3242405983521737,0.06447263671875,-138.19971443209312
moving_toxins,fixed_analog_cardinal,44,0.05,480,10000,0.8590999841690063,43.0,97.24430084228516,96.38520050048828,0.5498999953269958,0.7428410416666666,0.2515825363041723,0.7428410416666666,1.1565058148126774
moving_toxins,random_cardinal,44,0.05,480,10000,0.6590999960899353,42.0,84.88959503173828,84.23049926757812,0.5418999791145325,1.0,0.25000625,1.0,0.6590999960899353
