generation,mean_best_fitness,std_best_fitness,min_best_fitness,max_best_fitness,mean_population_fitness,mean_active_synapses
111,24.2,1.6193277068654826,23.0,27.0,0.03201999608427286,71.1308380126953
112,24.2,1.6193277068654826,23.0,27.0,-0.003320001810789108,71.32562789916992
113,24.2,1.6193277068654826,23.0,27.0,-0.19337999671697617,71.52233810424805
114,24.2,1.6193277068654826,23.0,27.0,0.02035999596118927,71.70753860473633
115,24.2,1.6193277068654826,23.0,27.0,-0.08885000199079514,71.93648757934571
116,24.2,1.6193277068654826,23.0,27.0,-0.2205799899995327,72.20136795043945
117,24.2,1.6193277068654826,23.0,27.0,-0.07782999724149704,72.40277862548828
118,24.2,1.6193277068654826,23.0,27.0,0.10664000064134598,72.5759178161621
119,24.2,1.6193277068654826,23.0,27.0,0.07112000025808811,72.76793899536133
120,24.2,1.6193277068654826,23.0,27.0,0.04686999729092349,72.99925842285157
121,24.2,1.6193277068654826,23.0,27.0,-0.04866999825462699,73.19968719482422
122,24.2,1.6193277068654826,23.0,27.0,0.19398999437689782,73.38164749145508
123,24.2,1.6193277068654826,23.0,27.0,-0.10873000072315335,73.53614807128906
124,24.2,1.6193277068654826,23.0,27.0,0.03247000053524971,73.75305709838867
125,24.2,1.6193277068654826,23.0,27.0,0.19650999046862125,73.93766860961914
126,24.2,1.6193277068654826,23.0,27.0,-0.004380000382661819,74.1466896057129
127,24.2,1.6193277068654826,23.0,27.0,-0.20480999518185855,74.32970809936523
128,24.2,1.6193277068654826,23.0,27.0,-0.07467999467626214,74.46395874023438
129,24.2,1.6193277068654826,23.0,27.0,0.1383699957281351,74.63872833251953
130,24.2,1.6193277068654826,23.0,27.0,0.11723999381065368,74.79265823364258
131,24.2,1.6193277068654826,23.0,27.0,-0.018309997953474523,74.9638885498047
132,24.2,1.6193277068654826,23.0,27.0,0.03976999819278717,75.09935836791992
133,24.2,1.6193277068654826,23.0,27.0,-0.04148999657481909,75.27710876464843
134,24.2,1.6193277068654826,23.0,27.0,-0.10771999526768923,75.41859817504883
135,24.5,1.6499158227686108,23.0,27.0,0.1326899953186512,75.5795883178711
136,24.5,1.6499158227686108,23.0,27.0,-0.21357999173924327,75.70126876831054
