world,group,neuron_count,hidden_neurons,max_edges,seed,generation,epoch_best_fitness,all_time_best_fitness,selection_best_fitness,mean_population_fitness,selection_mean_fitness,mean_active_synapses,active_edge_utilization,fitness_per_active_synapse,mean_hidden_edges,mean_hidden_edge_fraction,mean_direct_sensor_motor_fraction,sprout_count,prune_count,low_ltw_prune_count,ltw_mutation_count
delayed_reward,low_ltw_pruning,32,20,256,42,11,16.0,16.0,16.0,-0.03099999949336052,-0.03099999949336052,30.455398559570312,0.11896640062332153,0.525358417776219,19.865999221801758,0.6372597217559814,0.28897982835769653,22756,5702,4261,143750
delayed_reward,low_ltw_pruning,32,20,256,42,12,18.0,18.0,18.0,-0.5843999981880188,-0.5843999981880188,32.118900299072266,0.12546445429325104,0.5604176927726233,21.314699172973633,0.650739312171936,0.2733956277370453,22851,6138,4699,152238
delayed_reward,low_ltw_pruning,32,20,256,42,13,19.0,19.0,19.0,-0.2240999937057495,-0.2240999937057495,33.63359832763672,0.13138124346733093,0.5649113072860749,22.611099243164062,0.6607887744903564,0.2607594430446625,22466,6464,4871,160167
delayed_reward,low_ltw_pruning,32,20,256,42,14,18.0,19.0,18.0,-0.7461000084877014,-0.7461000084877014,35.19409942626953,0.13747695088386536,0.5114493705886523,23.976299285888672,0.6710803508758545,0.24891144037246704,22299,6746,5144,168194
delayed_reward,low_ltw_pruning,32,20,256,42,15,18.0,19.0,18.0,-0.1500999927520752,-0.1500999927520752,36.86869812011719,0.14401835203170776,0.48821902908956816,25.47279930114746,0.681801438331604,0.23723290860652924,22214,7217,5516,176845
delayed_reward,low_ltw_pruning,32,20,256,42,16,15.0,19.0,15.0,-0.7594000101089478,-0.7594000101089478,38.413299560546875,0.15005195140838623,0.3904897567145219,26.84229850769043,0.6907885670661926,0.22702378034591675,22031,7538,5790,184820
delayed_reward,low_ltw_pruning,32,20,256,42,17,15.0,19.0,15.0,-0.911899983882904,-0.911899983882904,39.831398010253906,0.15559139847755432,0.37658733434710245,28.16339874267578,0.6999124884605408,0.2176031917333603,21815,7779,5902,192139
delayed_reward,low_ltw_pruning,32,20,256,42,18,19.0,19.0,19.0,-0.2450999915599823,-0.2450999915599823,41.32679748535156,0.16143280267715454,0.4597501175051036,29.52120018005371,0.7079997658729553,0.20885741710662842,21873,8317,6284,199856
delayed_reward,low_ltw_pruning,32,20,256,42,19,16.0,19.0,16.0,-0.5063999891281128,-0.5063999891281128,42.60409927368164,0.1664222627878189,0.3755507163106222,30.67799949645996,0.7145031690597534,0.20254962146282196,21734,8493,6485,206400
delayed_reward,low_ltw_pruning,32,20,256,42,20,15.0,19.0,15.0,-0.9405999779701233,-0.9405999779701233,43.974300384521484,0.17177461087703705,0.3411083262004516,31.94659996032715,0.7212157845497131,0.19483992457389832,21521,8680,6659,213451
delayed_reward,low_ltw_pruning,32,20,256,42,21,20.0,20.0,20.0,-0.05460000038146973,-0.05460000038146973,45.156497955322266,0.1763925701379776,0.44290414238473397,33.009498596191406,0.7262771725654602,0.1893206089735031,21417,9052,6916,219600
delayed_reward,low_ltw_pruning,32,20,256,42,22,19.0,20.0,19.0,-0.2532999813556671,-0.2532999813556671,46.19059753417969,0.1804320216178894,0.41133912558590646,33.92530059814453,0.7298561334609985,0.18518337607383728,21236,9218,7021,224944
delayed_reward,low_ltw_pruning,32,20,256,42,23,17.0,20.0,17.0,-0.21869999170303345,-0.21869999170303345,47.33729934692383,0.1849113255739212,0.3591248388593324,35.01530075073242,0.7354462742805481,0.17976410686969757,21149,9408,7153,230816
delayed_reward,low_ltw_pruning,32,20,256,42,24,15.0,20.0,15.0,-0.32889997959136963,-0.32889997959136963,48.52859878540039,0.18956483900547028,0.30909608716154985,36.0536994934082,0.7390676736831665,0.17526981234550476,21385,9703,7445,236802
delayed_reward,low_ltw_pruning,32,20,256,42,25,16.0,20.0,16.0,-0.08889999985694885,-0.08889999985694885,49.80849838256836,0.19456444680690765,0.3212303225266388,37.195499420166016,0.7433554530143738,0.17021934688091278,20942,10073,7706,243608
delayed_reward,low_ltw_pruning,32,20,256,42,26,17.0,20.0,17.0,-0.8061999678611755,-0.8061999678611755,50.92709732055664,0.19893397390842438,0.33381050353203573,38.20079803466797,0.746922492980957,0.1660153567790985,20778,10119,7672,249306
delayed_reward,low_ltw_pruning,32,20,256,42,27,18.0,20.0,18.0,0.12479999661445618,0.12479999661445618,52.08300018310547,0.20344921946525574,0.3456022106391403,39.20240020751953,0.7497962117195129,0.16207128763198853,20588,10462,8040,255352
delayed_reward,low_ltw_pruning,32,20,256,42,28,17.0,20.0,17.0,-0.2578999996185303,-0.2578999996185303,53.03629684448242,0.20717303454875946,0.32053519969255884,40.05889892578125,0.7525162100791931,0.15875986218452454,20823,10672,8088,260106
delayed_reward,low_ltw_pruning,32,20,256,42,29,17.0,20.0,17.0,-0.8962000012397766,-0.8962000012397766,54.290199279785156,0.21207109093666077,0.31313202429761416,41.163299560546875,0.7556987404823303,0.15439890325069427,20453,10795,8281,266622
delayed_reward,low_ltw_pruning,32,20,256,42,30,17.0,20.0,17.0,-0.1370999962091446,-0.1370999962091446,55.378196716308594,0.21632108092308044,0.306980021164062,42.16510009765625,0.7590195536613464,0.15049172937870026,20424,11000,8464,272179
delayed_reward,low_ltw_pruning,32,20,256,42,31,18.0,20.0,18.0,0.16380000114440918,0.16380000114440918,56.25189971923828,0.21973398327827454,0.31998919307331336,42.956199645996094,0.7614392638206482,0.1479295939207077,20302,11119,8485,276668
delayed_reward,low_ltw_pruning,32,20,256,42,32,17.0,20.0,17.0,-0.3229999840259552,-0.3229999840259552,57.18449783325195,0.22337694466114044,0.297283366019431,43.811100006103516,0.7640320658683777,0.14528650045394897,20395,11516,8741,281483
delayed_reward,low_ltw_pruning,32,20,256,42,33,16.0,20.0,16.0,-0.536899983882904,-0.536899983882904,58.18899917602539,0.22730077803134918,0.2749660627707136,44.73360061645508,0.766767144203186,0.14160595834255219,20105,11441,8746,286613
delayed_reward,low_ltw_pruning,32,20,256,42,34,17.0,20.0,17.0,-0.10799999535083771,-0.10799999535083771,59.18219757080078,0.23118045926094055,0.28724854259868565,45.603599548339844,0.7686485052108765,0.13873650133609772,20144,11820,8970,291749
delayed_reward,low_ltw_pruning,32,20,256,42,35,17.0,20.0,17.0,-0.3118000030517578,-0.3118000030517578,59.85389709472656,0.23380428552627563,0.28402494783414506,46.201698303222656,0.7700379490852356,0.13684242963790894,20025,11982,8986,295248
delayed_reward,low_ltw_pruning,32,20,256,42,36,16.0,20.0,16.0,-0.6110999584197998,-0.6110999584197998,60.70969772338867,0.237147256731987,0.26354932737271614,47.00389862060547,0.7723798751831055,0.13439060747623444,19734,12101,9131,299732
delayed_reward,low_ltw_pruning,32,20,256,42,37,20.0,20.0,20.0,0.22999998927116394,0.22999998927116394,61.570098876953125,0.24050819873809814,0.3248330011613216,47.71379852294922,0.7733303308486938,0.13243354856967926,19919,12364,9314,304073
delayed_reward,low_ltw_pruning,32,20,256,42,38,18.0,20.0,18.0,0.20489999651908875,0.20489999651908875,62.25349807739258,0.24317772686481476,0.2891403785474461,48.35929870605469,0.7751448750495911,0.13077086210250854,19565,12226,9175,307598
delayed_reward,low_ltw_pruning,32,20,256,42,39,19.0,20.0,19.0,-0.7350999712944031,-0.7350999712944031,63.10319900512695,0.24649687111377716,0.30109408555430456,49.08549880981445,0.7763059139251709,0.1288672387599945,19603,12381,9449,311905
delayed_reward,low_ltw_pruning,32,20,256,42,40,20.0,20.0,20.0,-0.22599999606609344,-0.22599999606609344,63.816200256347656,0.24928203225135803,0.3134000444974886,49.67679977416992,0.7769460678100586,0.12761755287647247,19601,12603,9541,315582
delayed_reward,low_ltw_pruning,32,20,256,42,41,18.0,20.0,18.0,-0.22059999406337738,-0.22059999406337738,64.55020141601562,0.25214922428131104,0.27885273175203446,50.2859992980957,0.7775322198867798,0.12653766572475433,19398,12662,9575,319383
delayed_reward,low_ltw_pruning,32,20,256,42,42,19.0,20.0,19.0,-0.4235999882221222,-0.4235999882221222,65.22119903564453,0.25477030873298645,0.29131632476759844,50.87049865722656,0.7785167694091797,0.1251387894153595,19408,12616,9524,322710
delayed_reward,low_ltw_pruning,32,20,256,42,43,16.0,20.0,16.0,-0.7346999645233154,-0.7346999645233154,65.8344955444336,0.2571659982204437,0.2430336842058908,51.49009704589844,0.7807098627090454,0.12349875271320343,19172,12703,9524,325938
delayed_reward,low_ltw_pruning,32,20,256,42,44,17.0,20.0,17.0,0.42989999055862427,0.42989999055862427,66.44300079345703,0.25954297184944153,0.25585840189316184,52.00600051879883,0.7814431190490723,0.1216931939125061,19073,12835,9654,329096
delayed_reward,low_ltw_pruning,32,20,256,42,45,17.0,20.0,17.0,-0.542199969291687,-0.542199969291687,66.99949645996094,0.2617167830467224,0.25373325022165266,52.49979782104492,0.7823848128318787,0.12054184079170227,19037,13048,9773,332003
delayed_reward,low_ltw_pruning,32,20,256,42,46,21.0,21.0,21.0,-0.5160999894142151,-0.5160999894142151,67.54629516601562,0.26385271549224854,0.31089788045941075,53.06589889526367,0.7844261527061462,0.11900397390127182,19073,13026,9704,334708
delayed_reward,low_ltw_pruning,32,20,256,42,47,16.0,21.0,16.0,-0.17080000042915344,-0.17080000042915344,68.12200164794922,0.26610156893730164,0.23487272265849035,53.543399810791016,0.7847299575805664,0.1178104430437088,18987,13159,9819,337696
delayed_reward,low_ltw_pruning,32,20,256,42,48,16.0,21.0,16.0,-0.6976000070571899,-0.6976000070571899,68.8104019165039,0.2687906324863434,0.2325229842344877,54.177799224853516,0.7862921953201294,0.11638598144054413,18968,13040,9721,341088
delayed_reward,low_ltw_pruning,32,20,256,42,49,17.0,21.0,17.0,-0.3788999915122986,-0.3788999915122986,69.3429946899414,0.2708710730075836,0.24515814576531328,54.610897064208984,0.7865397334098816,0.11566294729709625,19157,13237,9978,343755
delayed_reward,low_ltw_pruning,32,20,256,42,50,15.0,21.0,15.0,-0.36079999804496765,-0.36079999804496765,69.89920043945312,0.27304375171661377,0.21459472934877188,55.11989974975586,0.7875981330871582,0.11458918452262878,19025,13253,9953,346610
delayed_reward,low_ltw_pruning,32,20,256,42,51,19.0,21.0,19.0,-0.530299961566925,-0.530299961566925,70.39839935302734,0.27499374747276306,0.2698925000371183,55.58899688720703,0.7886674404144287,0.11312486231327057,19046,13298,9967,349118
delayed_reward,low_ltw_pruning,32,20,256,42,52,18.0,21.0,18.0,-0.3483999967575073,-0.3483999967575073,70.99589538574219,0.2773277163505554,0.25353578403653554,56.18939971923828,0.7905033230781555,0.11161953210830688,19019,13470,10003,352205
delayed_reward,low_ltw_pruning,32,20,256,42,53,19.0,21.0,19.0,-0.44599997997283936,-0.44599997997283936,71.56279754638672,0.2795421779155731,0.2655010794915372,56.70309829711914,0.7914305329322815,0.11045422405004501,18731,13633,10203,355265
delayed_reward,low_ltw_pruning,32,20,256,42,54,17.0,21.0,17.0,-0.1753000020980835,-0.1753000020980835,72.12629699707031,0.2817433476448059,0.23569766794891078,57.23270034790039,0.7927067279815674,0.10920090228319168,18677,13696,10241,358141
delayed_reward,low_ltw_pruning,32,20,256,42,55,15.0,21.0,15.0,-0.5403000116348267,-0.5403000116348267,72.44129943847656,0.2829738259315491,0.2070642039316164,57.58369827270508,0.7940943241119385,0.1082710400223732,18644,13727,10264,359748
delayed_reward,low_ltw_pruning,32,20,256,42,56,17.0,21.0,17.0,-0.2798999845981598,-0.2798999845981598,72.93699645996094,0.2849101424217224,0.23307787302884372,58.05179977416992,0.7951241731643677,0.10737653821706772,18715,13649,10147,362152
delayed_reward,low_ltw_pruning,32,20,256,42,57,19.0,21.0,19.0,0.13179999589920044,0.13179999589920044,73.50479888916016,0.28712812066078186,0.2584865245145505,58.5641975402832,0.7959487438201904,0.1062106043100357,18510,13744,10092,365141
delayed_reward,low_ltw_pruning,32,20,256,42,58,18.0,21.0,18.0,0.1607999950647354,0.1607999950647354,73.84769439697266,0.28846755623817444,0.24374491508482218,58.86739730834961,0.796368420124054,0.10545457154512405,18287,14006,10286,367098
delayed_reward,low_ltw_pruning,32,20,256,42,59,17.0,21.0,17.0,-0.5979999899864197,-0.5979999899864197,74.35070037841797,0.2904324233531952,0.2286461312869441,59.349098205566406,0.7975097298622131,0.10387784242630005,18400,13805,10175,369456
delayed_reward,low_ltw_pruning,32,20,256,42,60,15.0,21.0,15.0,-0.777899980545044,-0.777899980545044,74.86249542236328,0.29243162274360657,0.20036735237547437,59.787899017333984,0.797975480556488,0.10316001623868942,18511,13868,10275,371991
delayed_reward,low_ltw_pruning,32,20,256,42,61,16.0,21.0,16.0,-0.43369999527931213,-0.43369999527931213,75.20199584960938,0.2937577962875366,0.2127603106704396,60.128700256347656,0.7988884449005127,0.10238884389400482,18422,14252,10586,373925
delayed_reward,low_ltw_pruning,32,20,256,42,62,20.0,21.0,20.0,0.0357000008225441,0.0357000008225441,75.65380096435547,0.29552266001701355,0.2643621304555876,60.510799407958984,0.7992424368858337,0.1017860695719719,18614,14052,10516,375988
delayed_reward,low_ltw_pruning,32,20,256,42,63,17.0,21.0,17.0,-0.9512999653816223,-0.9512999653816223,76.15729522705078,0.2974894344806671,0.22322221330625283,60.950496673583984,0.7997238039970398,0.10136035829782486,18169,14010,10458,378707
delayed_reward,low_ltw_pruning,32,20,256,42,64,17.0,21.0,17.0,0.13349999487400055,0.13349999487400055,76.72309875488281,0.299699604511261,0.22157603480422622,61.492897033691406,0.8008841276168823,0.10035531222820282,18333,14206,10544,381552
delayed_reward,low_ltw_pruning,32,20,256,42,65,17.0,21.0,17.0,-0.3229999840259552,-0.3229999840259552,77.1156997680664,0.3012332022190094,0.22044797688576115,61.833797454833984,0.8012063503265381,0.10008643567562103,18375,14234,10488,383508
delayed_reward,low_ltw_pruning,32,20,256,42,66,17.0,21.0,17.0,0.3253999948501587,0.3253999948501587,77.5636978149414,0.30298319458961487,0.21917469742817267,62.24659729003906,0.801946222782135,0.09983556717634201,18162,14393,10614,385934
delayed_reward,low_ltw_pruning,32,20,256,42,67,16.0,21.0,16.0,-0.20709998905658722,-0.20709998905658722,77.8844985961914,0.3042363226413727,0.20543240681249514,62.518898010253906,0.8022408485412598,0.09902194887399673,18122,14249,10606,387486
delayed_reward,low_ltw_pruning,32,20,256,42,68,20.0,21.0,20.0,-0.22739998996257782,-0.22739998996257782,78.4280014038086,0.3063593804836273,0.2550109609069901,62.99239730834961,0.8026695251464844,0.09842092543840408,18210,14256,10469,390163
delayed_reward,low_ltw_pruning,32,20,256,42,69,18.0,21.0,18.0,-0.29339998960494995,-0.29339998960494995,78.8969955444336,0.3081913888454437,0.22814556974939143,63.431400299072266,0.8034719824790955,0.09751592576503754,17834,14446,10640,392791
delayed_reward,low_ltw_pruning,32,20,256,42,70,26.0,26.0,26.0,0.01939999870955944,0.01939999870955944,79.15299987792969,0.30919140577316284,0.32847775877221813,63.66689682006836,0.803844690322876,0.09712043404579163,18065,14717,10719,394091
delayed_reward,low_ltw_pruning,32,20,256,42,71,17.0,26.0,17.0,-0.04809999838471413,-0.04809999838471413,79.56990051269531,0.31081992387771606,0.21364862706203414,64.11000061035156,0.8051374554634094,0.09606364369392395,18140,14293,10502,395926
delayed_reward,low_ltw_pruning,32,20,256,42,72,17.0,26.0,17.0,0.10649999976158142,0.10649999976158142,79.99459838867188,0.3124788999557495,0.21251434899893676,64.49340057373047,0.8056405782699585,0.09553249180316925,17988,14386,10550,398172
delayed_reward,low_ltw_pruning,32,20,256,42,73,18.0,26.0,18.0,-0.15680000185966492,-0.15680000185966492,80.29859924316406,0.3136664032936096,0.22416331255656824,64.81159973144531,0.8065701127052307,0.09465041011571884,17862,14962,10968,400043
delayed_reward,low_ltw_pruning,32,20,256,42,74,20.0,26.0,20.0,0.03189999982714653,0.03189999982714653,80.63069915771484,0.3149636685848236,0.24804448192715908,65.09019470214844,0.8067148327827454,0.09456449747085571,17686,14611,10739,401616
delayed_reward,low_ltw_pruning,32,20,256,42,75,18.0,26.0,18.0,-0.45260000228881836,-0.45260000228881836,80.98719787597656,0.31635624170303345,0.2222573501995355,65.44129943847656,0.8075112104415894,0.09397799521684647,17852,14532,10685,403276
delayed_reward,low_ltw_pruning,32,20,256,42,76,17.0,26.0,17.0,-0.36399999260902405,-0.36399999260902405,81.39739990234375,0.3179585933685303,0.20885188004034147,65.77389526367188,0.8075253367424011,0.09361530840396881,17925,14853,10882,405451
delayed_reward,low_ltw_pruning,32,20,256,42,77,15.0,26.0,15.0,-0.10799999535083771,-0.10799999535083771,81.72100067138672,0.31922265887260437,0.1835513500418015,66.04069519042969,0.8076080679893494,0.09303160756826401,17885,14983,10956,407154
delayed_reward,low_ltw_pruning,32,20,256,42,78,17.0,26.0,17.0,-0.016300000250339508,-0.016300000250339508,82.00360107421875,0.320326566696167,0.20730796912947594,66.30169677734375,0.807966411113739,0.09248775243759155,17651,14883,10917,408634
delayed_reward,low_ltw_pruning,32,20,256,42,79,15.0,26.0,15.0,0.12629999220371246,0.12629999220371246,82.24909973144531,0.32128554582595825,0.18237281683297538,66.49099731445312,0.8078656196594238,0.09233055263757706,17575,14842,10813,409879
delayed_reward,low_ltw_pruning,32,20,256,42,80,18.0,26.0,18.0,-0.1127999946475029,-0.1127999946475029,82.447998046875,0.32206249237060547,0.21831943074914054,66.71119689941406,0.8086101412773132,0.09155361354351044,17595,14761,10699,410823
delayed_reward,low_ltw_pruning,32,20,256,42,81,18.0,26.0,18.0,0.20089998841285706,0.20089998841285706,82.77679443359375,0.3233468532562256,0.21745224761560666,67.02149963378906,0.8091387748718262,0.09128306061029434,17923,14921,10948,412383
delayed_reward,low_ltw_pruning,32,20,256,42,82,20.0,26.0,20.0,0.032600000500679016,0.032600000500679016,83.0844955444336,0.3245488107204437,0.24071879920488895,67.32630157470703,0.8098611831665039,0.09037281572818756,17686,14987,10934,414073
delayed_reward,low_ltw_pruning,32,20,256,42,83,18.0,26.0,18.0,-0.1793999969959259,-0.1793999969959259,83.34569549560547,0.32556912302970886,0.21596796202809393,67.6282958984375,0.8109280467033386,0.08963846415281296,17232,14895,10888,415560
delayed_reward,low_ltw_pruning,32,20,256,42,84,17.0,26.0,17.0,0.0005999999702908099,0.0005999999702908099,83.62809753417969,0.3266722559928894,0.20328096060121326,67.91510009765625,0.8116110563278198,0.08917159587144852,17805,14960,10947,416718
delayed_reward,low_ltw_pruning,32,20,256,42,85,20.0,26.0,20.0,-0.2076999992132187,-0.2076999992132187,83.84729766845703,0.3275285065174103,0.23852885610079605,68.13819885253906,0.8121824860572815,0.08877748996019363,17507,14976,10819,417971
delayed_reward,low_ltw_pruning,32,20,256,42,86,16.0,26.0,16.0,-0.14499999582767487,-0.14499999582767487,84.14319610595703,0.32868435978889465,0.19015203534522335,68.44259643554688,0.8129488229751587,0.08850555121898651,17530,15002,10917,419452
delayed_reward,low_ltw_pruning,32,20,256,42,87,18.0,26.0,18.0,-0.218299999833107,-0.218299999833107,84.4104995727539,0.32972851395606995,0.21324361413695572,68.731201171875,0.813810408115387,0.08778679370880127,17457,14992,10894,420820
delayed_reward,low_ltw_pruning,32,20,256,42,88,20.0,26.0,20.0,0.1964999884366989,0.1964999884366989,84.6480941772461,0.33065661787986755,0.23627230115921638,68.97859954833984,0.8144993782043457,0.08756866306066513,17376,14835,10820,421970
delayed_reward,low_ltw_pruning,32,20,256,42,89,16.0,26.0,16.0,-0.20649999380111694,-0.20649999380111694,84.79439544677734,0.331228107213974,0.1886917161882789,69.08999633789062,0.8144111633300781,0.0873919352889061,17657,14977,10892,422632
delayed_reward,low_ltw_pruning,32,20,256,42,90,20.0,26.0,20.0,-0.4626999795436859,-0.4626999795436859,84.8783950805664,0.3315562307834625,0.23563122253921082,69.15359497070312,0.8142805695533752,0.08731331676244736,17460,15010,10849,423167
delayed_reward,low_ltw_pruning,32,20,256,42,91,16.0,26.0,16.0,-0.42309999465942383,-0.42309999465942383,85.16329956054688,0.33266913890838623,0.18787435529813867,69.41609954833984,0.814666748046875,0.08651112020015717,17399,15062,10956,424648
delayed_reward,low_ltw_pruning,32,20,256,42,92,17.0,26.0,17.0,-0.2021999955177307,-0.2021999955177307,85.3313980102539,0.3333257734775543,0.19922326829752846,69.65259552001953,0.8158780932426453,0.08559681475162506,17473,15299,11031,425570
delayed_reward,low_ltw_pruning,32,20,256,42,93,18.0,26.0,18.0,-0.34059998393058777,-0.34059998393058777,85.59719848632812,0.33436405658721924,0.21028725610540888,69.85820007324219,0.8157663941383362,0.08548862487077713,17475,15303,11124,426900
delayed_reward,low_ltw_pruning,32,20,256,42,94,16.0,26.0,16.0,0.025599999353289604,0.025599999353289604,85.68899536132812,0.334722638130188,0.18672175969075347,69.9541015625,0.8160443902015686,0.08493717759847641,17605,15021,10828,427153
delayed_reward,low_ltw_pruning,32,20,256,42,95,18.0,26.0,18.0,0.007599999662488699,0.007599999662488699,85.88349914550781,0.3354824185371399,0.20958624391285646,70.07979583740234,0.8156508803367615,0.08487305045127869,17198,15029,10879,428333
delayed_reward,low_ltw_pruning,32,20,256,42,96,16.0,26.0,16.0,-0.432699978351593,-0.432699978351593,86.15349578857422,0.33653709292411804,0.18571504096902752,70.32589721679688,0.8159531354904175,0.08432120084762573,17395,15100,10982,429620
delayed_reward,low_ltw_pruning,32,20,256,42,97,18.0,26.0,18.0,0.16519999504089355,0.16519999504089355,86.25379943847656,0.3369289040565491,0.20868645923057694,70.39189910888672,0.8157880902290344,0.08434772491455078,17314,15240,11099,430232
delayed_reward,low_ltw_pruning,32,20,256,42,98,16.0,26.0,16.0,-0.29339998960494995,-0.29339998960494995,86.38589477539062,0.33744490146636963,0.1852154225131443,70.52079772949219,0.815974235534668,0.08442961424589157,17334,15175,10991,430850
delayed_reward,low_ltw_pruning,32,20,256,42,99,16.0,26.0,16.0,-0.41920000314712524,-0.41920000314712524,86.69459533691406,0.33865076303482056,0.18455591075568803,70.82889556884766,0.8167044520378113,0.08403559029102325,17241,15137,10883,432421
delayed_reward,low_ltw_pruning,32,20,256,42,100,16.0,26.0,16.0,0.08559999614953995,0.08559999614953995,86.8428955078125,0.3392300605773926,0.1842407476908761,70.99549865722656,0.8172276616096497,0.08348695933818817,17130,14975,10742,433137
delayed_reward,low_ltw_pruning,32,20,256,42,101,18.0,26.0,18.0,-0.08819999545812607,-0.08819999545812607,87.1864013671875,0.34057188034057617,0.2064542143928225,71.27870178222656,0.8172250390052795,0.08315936475992203,17301,15077,10915,434820
delayed_reward,low_ltw_pruning,32,20,256,42,102,15.0,26.0,15.0,-0.13319998979568481,-0.13319998979568481,87.55109405517578,0.3419964611530304,0.1713285272088869,71.65699768066406,0.8181765675544739,0.08245228976011276,17311,15252,10969,436726
delayed_reward,low_ltw_pruning,32,20,256,42,103,18.0,26.0,18.0,-0.3337000012397766,-0.3337000012397766,87.73780059814453,0.3427257835865021,0.20515672694422046,71.87779998779297,0.8189523220062256,0.08266095072031021,16917,15315,11020,437888
delayed_reward,low_ltw_pruning,32,20,256,42,104,17.0,26.0,17.0,-0.2692999839782715,-0.2692999839782715,87.91259765625,0.34340858459472656,0.1933738787525341,72.06019592285156,0.8193917870521545,0.0820133164525032,17144,15370,11112,438676
delayed_reward,low_ltw_pruning,32,20,256,42,105,16.0,26.0,16.0,0.26749998331069946,0.26749998331069946,88.01409912109375,0.34380507469177246,0.1817890560691473,72.15509796142578,0.8194817900657654,0.08186309039592743,17097,15234,10898,439139
delayed_reward,low_ltw_pruning,32,20,256,42,106,18.0,26.0,18.0,-0.04649999737739563,-0.04649999737739563,88.0895004272461,0.34409961104393005,0.20433763289265514,72.22949981689453,0.8196477293968201,0.0817648321390152,17008,15423,11092,439655
delayed_reward,low_ltw_pruning,32,20,256,42,107,18.0,26.0,18.0,0.12939999997615814,0.12939999997615814,88.30059814453125,0.3449242115020752,0.20384912875151118,72.41960144042969,0.8198418617248535,0.08141553401947021,17250,15304,10973,440530
delayed_reward,low_ltw_pruning,32,20,256,42,108,16.0,26.0,16.0,0.1265999972820282,0.1265999972820282,88.4719009399414,0.3455933630466461,0.18084838044636906,72.6458969116211,0.820826530456543,0.08076260983943939,17158,15249,10914,441405
delayed_reward,low_ltw_pruning,32,20,256,42,109,19.0,26.0,19.0,-0.34529998898506165,-0.34529998898506165,88.56109619140625,0.34594178199768066,0.21454115652470562,72.73979949951172,0.8210570216178894,0.08060088008642197,16967,15106,10885,441875
delayed_reward,low_ltw_pruning,32,20,256,42,110,19.0,26.0,19.0,-0.4260999858379364,-0.4260999858379364,88.65679931640625,0.3463156223297119,0.21430956391952652,72.83179473876953,0.8212620615959167,0.08046084642410278,16899,15123,10851,442396
delayed_reward,low_ltw_pruning,32,20,256,42,111,19.0,26.0,19.0,-0.3279999792575836,-0.3279999792575836,88.89319610595703,0.34723904728889465,0.21373964299081769,73.04460144042969,0.8214408755302429,0.08067207783460617,17002,15360,10947,443645
